"Subject","Condition","Stimulus","Unpleasantness","Intensity"
74,"Other","High",49,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
76,"Other","High",0,NA
76,"Other","High",0,NA
76,"Other","High",0,NA
76,"Other","High",0,NA
76,"Other","High",4,NA
76,"Other","High",5,NA
76,"Other","High",0,NA
76,"Other","High",7,NA
76,"Other","High",0,NA
76,"Other","High",5,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
78,"Other","High",9,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
79,"Other","High",38,NA
79,"Other","High",31,NA
79,"Other","High",17,NA
79,"Other","High",0,NA
79,"Other","High",22,NA
79,"Other","High",21,NA
79,"Other","High",14,NA
79,"Other","High",25,NA
79,"Other","High",22,NA
79,"Other","High",0,NA
80,"Other","High",78,NA
80,"Other","High",78,NA
80,"Other","High",76,NA
80,"Other","High",80,NA
80,"Other","High",76,NA
80,"Other","High",80,NA
80,"Other","High",81,NA
80,"Other","High",74,NA
80,"Other","High",82,NA
80,"Other","High",79,NA
81,"Other","High",33,NA
81,"Other","High",29,NA
81,"Other","High",35,NA
81,"Other","High",28,NA
81,"Other","High",34,NA
81,"Other","High",26,NA
81,"Other","High",25,NA
81,"Other","High",26,NA
81,"Other","High",20,NA
81,"Other","High",24,NA
82,"Other","High",58,NA
82,"Other","High",59,NA
82,"Other","High",57,NA
82,"Other","High",58,NA
82,"Other","High",68,NA
82,"Other","High",61,NA
82,"Other","High",59,NA
82,"Other","High",62,NA
82,"Other","High",82,NA
82,"Other","High",77,NA
83,"Other","High",43,NA
83,"Other","High",41,NA
83,"Other","High",27,NA
83,"Other","High",42,NA
83,"Other","High",44,NA
83,"Other","High",NA,NA
83,"Other","High",NA,NA
83,"Other","High",NA,NA
83,"Other","High",NA,NA
83,"Other","High",NA,NA
84,"Other","High",8,NA
84,"Other","High",8,NA
84,"Other","High",6,NA
84,"Other","High",0,NA
84,"Other","High",0,NA
84,"Other","High",0,NA
84,"Other","High",0,NA
84,"Other","High",0,NA
84,"Other","High",9,NA
84,"Other","High",9,NA
85,"Other","High",50,NA
85,"Other","High",46,NA
85,"Other","High",55,NA
85,"Other","High",57,NA
85,"Other","High",76,NA
85,"Other","High",69,NA
85,"Other","High",69,NA
85,"Other","High",50,NA
85,"Other","High",64,NA
85,"Other","High",67,NA
86,"Other","High",44,NA
86,"Other","High",34,NA
86,"Other","High",17,NA
86,"Other","High",33,NA
86,"Other","High",37,NA
86,"Other","High",25,NA
86,"Other","High",19,NA
86,"Other","High",30,NA
86,"Other","High",16,NA
86,"Other","High",29,NA
48,"Self","Low",NA,NA
48,"Self","Low",NA,NA
48,"Self","Low",NA,NA
48,"Self","Low",NA,NA
48,"Self","Low",NA,NA
48,"Self","Low",NA,NA
48,"Self","Low",NA,NA
48,"Self","Low",NA,NA
48,"Self","Low",NA,NA
48,"Self","Low",NA,NA
49,"Self","Low",8,9
49,"Self","Low",5,6
49,"Self","Low",3,6
49,"Self","Low",4,10
49,"Self","Low",5,9
49,"Self","Low",9,11
49,"Self","Low",4,9
49,"Self","Low",5,7
49,"Self","Low",4,7
49,"Self","Low",0,3
50,"Self","Low",12,0
50,"Self","Low",9,11
50,"Self","Low",0,3
50,"Self","Low",8,8
50,"Self","Low",0,0
50,"Self","Low",0,0
50,"Self","Low",0,0
50,"Self","Low",8,8
50,"Self","Low",0,0
50,"Self","Low",0,0
51,"Self","Low",0,0
51,"Self","Low",0,0
51,"Self","Low",0,4
51,"Self","Low",0,4
51,"Self","Low",0,7
51,"Self","Low",0,3
51,"Self","Low",0,4
51,"Self","Low",3,7
51,"Self","Low",0,4
51,"Self","Low",0,3
52,"Self","Low",2,4
52,"Self","Low",3,5
52,"Self","Low",53,5
52,"Self","Low",48,5
52,"Self","Low",14,3
52,"Self","Low",31,4
52,"Self","Low",15,0
52,"Self","Low",13,9
52,"Self","Low",27,10
52,"Self","Low",10,0
53,"Self","Low",15,13
53,"Self","Low",4,12
53,"Self","Low",10,9
53,"Self","Low",9,14
53,"Self","Low",5,5
53,"Self","Low",0,0
53,"Self","Low",5,9
53,"Self","Low",4,5
53,"Self","Low",3,2
53,"Self","Low",0,2
54,"Self","Low",9,25
54,"Self","Low",13,20
54,"Self","Low",28,34
54,"Self","Low",28,33
54,"Self","Low",22,35
54,"Self","Low",0,4
54,"Self","Low",0,2
54,"Self","Low",0,3
54,"Self","Low",5,14
54,"Self","Low",0,5
55,"Self","Low",28,0
55,"Self","Low",25,0
55,"Self","Low",21,0
55,"Self","Low",11,0
55,"Self","Low",35,0
55,"Self","Low",15,0
55,"Self","Low",20,0
55,"Self","Low",21,0
55,"Self","Low",23,0
55,"Self","Low",31,0
56,"Self","Low",0,0
56,"Self","Low",0,8
56,"Self","Low",0,5
56,"Self","Low",0,5
56,"Self","Low",0,3
56,"Self","Low",0,4
56,"Self","Low",0,5
56,"Self","Low",2,9
56,"Self","Low",3,4
56,"Self","Low",2,4
57,"Self","Low",9,9
57,"Self","Low",7,7
57,"Self","Low",5,11
57,"Self","Low",7,8
57,"Self","Low",9,9
57,"Self","Low",6,9
57,"Self","Low",6,7
57,"Self","Low",6,7
57,"Self","Low",4,9
57,"Self","Low",7,7
58,"Self","Low",0,14
58,"Self","Low",2,7
58,"Self","Low",0,10
58,"Self","Low",0,11
58,"Self","Low",4,15
58,"Self","Low",0,9
58,"Self","Low",0,6
58,"Self","Low",0,14
58,"Self","Low",0,16
58,"Self","Low",0,16
59,"Self","Low",3,16
59,"Self","Low",7,5
59,"Self","Low",17,21
59,"Self","Low",14,10
59,"Self","Low",10,8
59,"Self","Low",3,7
59,"Self","Low",4,10
59,"Self","Low",0,10
59,"Self","Low",3,8
59,"Self","Low",2,4
60,"Self","Low",18,0
60,"Self","Low",22,0
60,"Self","Low",18,0
60,"Self","Low",22,8
60,"Self","Low",24,8
60,"Self","Low",27,6
60,"Self","Low",28,12
60,"Self","Low",0,7
60,"Self","Low",43,8
60,"Self","Low",43,17
61,"Self","Low",7,7
61,"Self","Low",16,6
61,"Self","Low",10,0
61,"Self","Low",19,0
61,"Self","Low",17,0
61,"Self","Low",19,6
61,"Self","Low",15,0
61,"Self","Low",47,5
61,"Self","Low",33,7
61,"Self","Low",17,12
62,"Self","Low",0,13
62,"Self","Low",0,8
62,"Self","Low",0,4
62,"Self","Low",2,3
62,"Self","Low",0,4
62,"Self","Low",0,4
62,"Self","Low",0,0
62,"Self","Low",4,5
62,"Self","Low",10,6
62,"Self","Low",12,4
63,"Self","Low",22,18
63,"Self","Low",0,4
63,"Self","Low",40,10
63,"Self","Low",7,2
63,"Self","Low",14,0
63,"Self","Low",0,3
63,"Self","Low",0,0
63,"Self","Low",15,0
63,"Self","Low",0,0
63,"Self","Low",67,0
64,"Self","Low",NA,NA
64,"Self","Low",NA,NA
64,"Self","Low",NA,NA
64,"Self","Low",NA,NA
64,"Self","Low",NA,NA
64,"Self","Low",NA,NA
64,"Self","Low",NA,NA
64,"Self","Low",NA,NA
64,"Self","Low",NA,NA
64,"Self","Low",NA,NA
65,"Self","Low",12,13
65,"Self","Low",21,12
65,"Self","Low",30,14
65,"Self","Low",32,16
65,"Self","Low",32,22
65,"Self","Low",16,16
65,"Self","Low",35,17
65,"Self","Low",31,15
65,"Self","Low",31,23
65,"Self","Low",15,13
66,"Self","Low",21,9
66,"Self","Low",0,0
66,"Self","Low",9,9
66,"Self","Low",8,5
66,"Self","Low",14,8
66,"Self","Low",0,0
66,"Self","Low",7,4
66,"Self","Low",0,0
66,"Self","Low",9,0
66,"Self","Low",0,0
67,"Self","Low",0,0
67,"Self","Low",0,0
67,"Self","Low",0,0
67,"Self","Low",0,0
67,"Self","Low",0,0
67,"Self","Low",0,0
67,"Self","Low",8,0
67,"Self","Low",0,8
67,"Self","Low",0,7
67,"Self","Low",0,11
68,"Self","Low",0,7
68,"Self","Low",21,10
68,"Self","Low",0,5
68,"Self","Low",7,20
68,"Self","Low",9,16
68,"Self","Low",25,27
68,"Self","Low",15,15
68,"Self","Low",13,28
68,"Self","Low",9,17
68,"Self","Low",33,25
69,"Self","Low",7,8
69,"Self","Low",7,16
69,"Self","Low",11,19
69,"Self","Low",6,13
69,"Self","Low",10,18
69,"Self","Low",6,14
69,"Self","Low",9,21
69,"Self","Low",7,13
69,"Self","Low",12,17
69,"Self","Low",12,19
70,"Self","Low",3,13
70,"Self","Low",5,10
70,"Self","Low",7,10
70,"Self","Low",9,11
70,"Self","Low",7,7
70,"Self","Low",18,13
70,"Self","Low",7,10
70,"Self","Low",19,17
70,"Self","Low",21,10
70,"Self","Low",17,8
71,"Self","Low",0,10
71,"Self","Low",14,19
71,"Self","Low",0,6
71,"Self","Low",0,5
71,"Self","Low",0,3
71,"Self","Low",0,4
71,"Self","Low",0,8
71,"Self","Low",0,3
71,"Self","Low",0,4
71,"Self","Low",0,8
72,"Self","Low",0,0
72,"Self","Low",0,0
72,"Self","Low",0,2
72,"Self","Low",0,0
72,"Self","Low",0,0
72,"Self","Low",0,0
72,"Self","Low",0,5
72,"Self","Low",0,0
72,"Self","Low",0,0
72,"Self","Low",0,0
73,"Self","Low",0,0
73,"Self","Low",0,0
73,"Self","Low",0,0
73,"Self","Low",0,0
73,"Self","Low",0,0
73,"Self","Low",0,0
73,"Self","Low",0,0
73,"Self","Low",0,0
73,"Self","Low",0,0
73,"Self","Low",0,0
74,"Self","Low",49,7
74,"Self","Low",8,7
74,"Self","Low",4,3
74,"Self","Low",19,3
74,"Self","Low",1,4
74,"Self","Low",5,3
74,"Self","Low",0,0
74,"Self","Low",3,2
74,"Self","Low",9,4
74,"Self","Low",3,4
75,"Self","Low",NA,NA
75,"Self","Low",NA,NA
75,"Self","Low",NA,NA
75,"Self","Low",NA,NA
75,"Self","Low",NA,NA
75,"Self","Low",NA,NA
75,"Self","Low",NA,NA
75,"Self","Low",NA,NA
75,"Self","Low",NA,NA
75,"Self","Low",NA,NA
76,"Self","Low",5,0
76,"Self","Low",5,5
76,"Self","Low",2,6
76,"Self","Low",6,13
76,"Self","Low",6,9
76,"Self","Low",7,8
76,"Self","Low",0,6
76,"Self","Low",6,5
76,"Self","Low",8,10
76,"Self","Low",7,9
77,"Self","Low",NA,NA
77,"Self","Low",NA,NA
77,"Self","Low",NA,NA
77,"Self","Low",NA,NA
77,"Self","Low",NA,NA
77,"Self","Low",NA,NA
77,"Self","Low",NA,NA
77,"Self","Low",NA,NA
77,"Self","Low",NA,NA
77,"Self","Low",NA,NA
78,"Self","Low",2,3
78,"Self","Low",56,3
78,"Self","Low",11,4
78,"Self","Low",16,0
78,"Self","Low",0,0
78,"Self","Low",7,3
78,"Self","Low",5,0
78,"Self","Low",0,0
78,"Self","Low",0,0
78,"Self","Low",0,0
79,"Self","Low",0,10
79,"Self","Low",0,17
79,"Self","Low",0,10
79,"Self","Low",0,9
79,"Self","Low",0,9
79,"Self","Low",0,6
79,"Self","Low",0,9
79,"Self","Low",0,6
79,"Self","Low",0,7
79,"Self","Low",11,0
80,"Self","Low",0,0
80,"Self","Low",0,0
80,"Self","Low",0,0
80,"Self","Low",0,0
80,"Self","Low",0,0
80,"Self","Low",0,0
80,"Self","Low",0,0
80,"Self","Low",0,0
80,"Self","Low",0,0
80,"Self","Low",0,0
81,"Self","Low",0,6
81,"Self","Low",0,3
81,"Self","Low",0,5
81,"Self","Low",8,5
81,"Self","Low",0,5
81,"Self","Low",0,3
81,"Self","Low",0,4
81,"Self","Low",4,4
81,"Self","Low",0,5
81,"Self","Low",6,4
82,"Self","Low",23,22
82,"Self","Low",20,17
82,"Self","Low",39,23
82,"Self","Low",24,22
82,"Self","Low",54,20
82,"Self","Low",25,15
82,"Self","Low",25,16
82,"Self","Low",31,23
82,"Self","Low",43,18
82,"Self","Low",6,22
83,"Self","Low",20,16
83,"Self","Low",7,11
83,"Self","Low",10,15
83,"Self","Low",12,14
83,"Self","Low",9,7
83,"Self","Low",NA,NA
83,"Self","Low",NA,NA
83,"Self","Low",NA,NA
83,"Self","Low",NA,NA
83,"Self","Low",NA,NA
84,"Self","Low",0,0
84,"Self","Low",0,0
84,"Self","Low",0,0
84,"Self","Low",0,0
84,"Self","Low",0,0
84,"Self","Low",0,0
84,"Self","Low",0,0
84,"Self","Low",0,0
84,"Self","Low",0,0
84,"Self","Low",0,0
85,"Self","Low",11,8
85,"Self","Low",13,6
85,"Self","Low",5,4
85,"Self","Low",5,12
85,"Self","Low",10,7
85,"Self","Low",12,9
85,"Self","Low",5,7
85,"Self","Low",8,4
85,"Self","Low",8,7
85,"Self","Low",11,8
86,"Self","Low",0,28
86,"Self","Low",0,32
86,"Self","Low",10,23
86,"Self","Low",0,27
86,"Self","Low",0,15
86,"Self","Low",0,7
86,"Self","Low",0,8
86,"Self","Low",0,10
86,"Self","Low",0,13
86,"Self","Low",0,15
48,"Other","Low",NA,NA
48,"Other","Low",NA,NA
48,"Other","Low",NA,NA
48,"Other","Low",NA,NA
48,"Other","Low",NA,NA
48,"Other","Low",NA,NA
48,"Other","Low",NA,NA
48,"Other","Low",NA,NA
48,"Other","Low",NA,NA
48,"Other","Low",NA,NA
49,"Other","Low",16,NA
49,"Other","Low",4,NA
49,"Other","Low",3,NA
49,"Other","Low",5,NA
49,"Other","Low",8,NA
49,"Other","Low",9,NA
49,"Other","Low",3,NA
49,"Other","Low",5,NA
49,"Other","Low",5,NA
49,"Other","Low",11,NA
50,"Other","Low",7,NA
50,"Other","Low",10,NA
50,"Other","Low",0,NA
50,"Other","Low",0,NA
50,"Other","Low",0,NA
50,"Other","Low",0,NA
50,"Other","Low",0,NA
50,"Other","Low",0,NA
50,"Other","Low",0,NA
50,"Other","Low",0,NA
51,"Other","Low",0,NA
51,"Other","Low",0,NA
51,"Other","Low",0,NA
51,"Other","Low",0,NA
51,"Other","Low",0,NA
51,"Other","Low",0,NA
51,"Other","Low",0,NA
51,"Other","Low",0,NA
51,"Other","Low",0,NA
51,"Other","Low",0,NA
52,"Other","Low",0,NA
52,"Other","Low",0,NA
52,"Other","Low",0,NA
52,"Other","Low",0,NA
52,"Other","Low",0,NA
52,"Other","Low",0,NA
52,"Other","Low",0,NA
52,"Other","Low",0,NA
52,"Other","Low",0,NA
52,"Other","Low",0,NA
53,"Other","Low",12,NA
53,"Other","Low",11,NA
53,"Other","Low",0,NA
53,"Other","Low",0,NA
53,"Other","Low",0,NA
53,"Other","Low",0,NA
53,"Other","Low",0,NA
53,"Other","Low",4,NA
53,"Other","Low",8,NA
53,"Other","Low",0,NA
54,"Other","Low",11,NA
54,"Other","Low",15,NA
54,"Other","Low",3,NA
54,"Other","Low",0,NA
54,"Other","Low",0,NA
54,"Other","Low",0,NA
54,"Other","Low",0,NA
54,"Other","Low",0,NA
54,"Other","Low",0,NA
54,"Other","Low",0,NA
55,"Other","Low",11,NA
55,"Other","Low",8,NA
55,"Other","Low",0,NA
55,"Other","Low",14,NA
55,"Other","Low",13,NA
55,"Other","Low",0,NA
55,"Other","Low",11,NA
55,"Other","Low",0,NA
55,"Other","Low",10,NA
55,"Other","Low",24,NA
56,"Other","Low",0,NA
56,"Other","Low",0,NA
56,"Other","Low",0,NA
56,"Other","Low",0,NA
56,"Other","Low",0,NA
56,"Other","Low",0,NA
56,"Other","Low",0,NA
56,"Other","Low",0,NA
56,"Other","Low",0,NA
56,"Other","Low",0,NA
57,"Other","Low",0,NA
57,"Other","Low",0,NA
57,"Other","Low",0,NA
57,"Other","Low",0,NA
57,"Other","Low",0,NA
57,"Other","Low",0,NA
57,"Other","Low",0,NA
57,"Other","Low",0,NA
57,"Other","Low",0,NA
57,"Other","Low",0,NA
58,"Other","Low",0,NA
58,"Other","Low",13,NA
58,"Other","Low",4,NA
58,"Other","Low",0,NA
58,"Other","Low",0,NA
58,"Other","Low",0,NA
58,"Other","Low",0,NA
58,"Other","Low",0,NA
58,"Other","Low",0,NA
58,"Other","Low",0,NA
59,"Other","Low",0,NA
59,"Other","Low",2,NA
59,"Other","Low",0,NA
59,"Other","Low",0,NA
59,"Other","Low",0,NA
59,"Other","Low",0,NA
59,"Other","Low",0,NA
59,"Other","Low",0,NA
59,"Other","Low",0,NA
59,"Other","Low",9,NA
60,"Other","Low",0,NA
60,"Other","Low",0,NA
60,"Other","Low",11,NA
60,"Other","Low",16,NA
60,"Other","Low",10,NA
60,"Other","Low",20,NA
60,"Other","Low",23,NA
60,"Other","Low",17,NA
60,"Other","Low",29,NA
60,"Other","Low",41,NA
61,"Other","Low",0,NA
61,"Other","Low",0,NA
61,"Other","Low",0,NA
61,"Other","Low",0,NA
61,"Other","Low",0,NA
61,"Other","Low",0,NA
61,"Other","Low",0,NA
61,"Other","Low",17,NA
61,"Other","Low",12,NA
61,"Other","Low",20,NA
62,"Other","Low",0,NA
62,"Other","Low",0,NA
62,"Other","Low",0,NA
62,"Other","Low",0,NA
62,"Other","Low",0,NA
62,"Other","Low",0,NA
62,"Other","Low",0,NA
62,"Other","Low",0,NA
62,"Other","Low",5,NA
62,"Other","Low",8,NA
63,"Other","Low",0,NA
63,"Other","Low",0,NA
63,"Other","Low",0,NA
63,"Other","Low",0,NA
63,"Other","Low",0,NA
63,"Other","Low",0,NA
63,"Other","Low",0,NA
63,"Other","Low",0,NA
63,"Other","Low",0,NA
63,"Other","Low",0,NA
64,"Other","Low",NA,NA
64,"Other","Low",NA,NA
64,"Other","Low",NA,NA
64,"Other","Low",NA,NA
64,"Other","Low",NA,NA
64,"Other","Low",NA,NA
64,"Other","Low",NA,NA
64,"Other","Low",NA,NA
64,"Other","Low",NA,NA
64,"Other","Low",NA,NA
65,"Other","Low",8,NA
65,"Other","Low",21,NA
65,"Other","Low",19,NA
65,"Other","Low",24,NA
65,"Other","Low",21,NA
65,"Other","Low",32,NA
65,"Other","Low",25,NA
65,"Other","Low",15,NA
65,"Other","Low",11,NA
65,"Other","Low",9,NA
66,"Other","Low",0,NA
66,"Other","Low",0,NA
66,"Other","Low",0,NA
66,"Other","Low",0,NA
66,"Other","Low",0,NA
66,"Other","Low",0,NA
66,"Other","Low",0,NA
66,"Other","Low",0,NA
66,"Other","Low",0,NA
66,"Other","Low",0,NA
67,"Other","Low",0,NA
67,"Other","Low",0,NA
67,"Other","Low",0,NA
67,"Other","Low",0,NA
67,"Other","Low",0,NA
67,"Other","Low",0,NA
67,"Other","Low",0,NA
67,"Other","Low",0,NA
67,"Other","Low",19,NA
67,"Other","Low",16,NA
68,"Other","Low",0,NA
68,"Other","Low",0,NA
68,"Other","Low",0,NA
68,"Other","Low",0,NA
68,"Other","Low",0,NA
68,"Other","Low",11,NA
68,"Other","Low",9,NA
68,"Other","Low",4,NA
68,"Other","Low",27,NA
68,"Other","Low",0,NA
69,"Other","Low",10,NA
69,"Other","Low",8,NA
69,"Other","Low",10,NA
69,"Other","Low",7,NA
69,"Other","Low",10,NA
69,"Other","Low",10,NA
69,"Other","Low",9,NA
69,"Other","Low",8,NA
69,"Other","Low",5,NA
69,"Other","Low",17,NA
70,"Other","Low",4,NA
70,"Other","Low",0,NA
70,"Other","Low",0,NA
70,"Other","Low",0,NA
70,"Other","Low",11,NA
70,"Other","Low",8,NA
70,"Other","Low",18,NA
70,"Other","Low",6,NA
70,"Other","Low",19,NA
70,"Other","Low",9,NA
71,"Other","Low",0,NA
71,"Other","Low",0,NA
71,"Other","Low",0,NA
71,"Other","Low",0,NA
71,"Other","Low",0,NA
71,"Other","Low",0,NA
71,"Other","Low",0,NA
71,"Other","Low",0,NA
71,"Other","Low",0,NA
71,"Other","Low",0,NA
72,"Other","Low",0,NA
72,"Other","Low",5,NA
72,"Other","Low",0,NA
72,"Other","Low",0,NA
72,"Other","Low",0,NA
72,"Other","Low",0,NA
72,"Other","Low",0,NA
72,"Other","Low",0,NA
72,"Other","Low",0,NA
72,"Other","Low",0,NA
73,"Other","Low",0,NA
73,"Other","Low",0,NA
73,"Other","Low",0,NA
73,"Other","Low",0,NA
73,"Other","Low",0,NA
73,"Other","Low",0,NA
73,"Other","Low",0,NA
73,"Other","Low",0,NA
73,"Other","Low",0,NA
73,"Other","Low",0,NA
74,"Other","Low",0,NA
74,"Other","Low",46,NA
74,"Other","Low",0,NA
74,"Other","Low",19,NA
74,"Other","Low",0,NA
74,"Other","Low",0,NA
74,"Other","Low",0,NA
74,"Other","Low",5,NA
74,"Other","Low",3,NA
74,"Other","Low",2,NA
75,"Other","Low",NA,NA
75,"Other","Low",NA,NA
75,"Other","Low",NA,NA
75,"Other","Low",NA,NA
75,"Other","Low",NA,NA
75,"Other","Low",NA,NA
75,"Other","Low",NA,NA
75,"Other","Low",NA,NA
75,"Other","Low",NA,NA
75,"Other","Low",NA,NA
76,"Other","Low",0,NA
76,"Other","Low",0,NA
76,"Other","Low",0,NA
76,"Other","Low",0,NA
76,"Other","Low",8,NA
76,"Other","Low",0,NA
76,"Other","Low",0,NA
76,"Other","Low",0,NA
76,"Other","Low",8,NA
76,"Other","Low",0,NA
77,"Other","Low",NA,NA
77,"Other","Low",NA,NA
77,"Other","Low",NA,NA
77,"Other","Low",NA,NA
77,"Other","Low",NA,NA
77,"Other","Low",NA,NA
77,"Other","Low",NA,NA
77,"Other","Low",NA,NA
77,"Other","Low",NA,NA
77,"Other","Low",NA,NA
78,"Other","Low",34,NA
78,"Other","Low",41,NA
78,"Other","Low",0,NA
78,"Other","Low",0,NA
78,"Other","Low",0,NA
78,"Other","Low",7,NA
78,"Other","Low",0,NA
78,"Other","Low",0,NA
78,"Other","Low",0,NA
78,"Other","Low",0,NA
79,"Other","Low",0,NA
79,"Other","Low",0,NA
79,"Other","Low",0,NA
79,"Other","Low",0,NA
79,"Other","Low",0,NA
79,"Other","Low",0,NA
79,"Other","Low",0,NA
79,"Other","Low",0,NA
79,"Other","Low",0,NA
79,"Other","Low",0,NA
80,"Other","Low",0,NA
80,"Other","Low",0,NA
80,"Other","Low",0,NA
80,"Other","Low",0,NA
80,"Other","Low",0,NA
80,"Other","Low",0,NA
80,"Other","Low",0,NA
80,"Other","Low",0,NA
80,"Other","Low",0,NA
80,"Other","Low",0,NA
81,"Other","Low",0,NA
81,"Other","Low",0,NA
81,"Other","Low",0,NA
81,"Other","Low",0,NA
81,"Other","Low",0,NA
81,"Other","Low",0,NA
81,"Other","Low",0,NA
81,"Other","Low",0,NA
81,"Other","Low",0,NA
81,"Other","Low",0,NA
82,"Other","Low",27,NA
82,"Other","Low",38,NA
82,"Other","Low",34,NA
82,"Other","Low",31,NA
82,"Other","Low",29,NA
82,"Other","Low",23,NA
82,"Other","Low",17,NA
82,"Other","Low",21,NA
82,"Other","Low",55,NA
82,"Other","Low",21,NA
83,"Other","Low",14,NA
83,"Other","Low",4,NA
83,"Other","Low",4,NA
83,"Other","Low",5,NA
83,"Other","Low",13,NA
83,"Other","Low",NA,NA
83,"Other","Low",NA,NA
83,"Other","Low",NA,NA
83,"Other","Low",NA,NA
83,"Other","Low",NA,NA
84,"Other","Low",0,NA
84,"Other","Low",0,NA
84,"Other","Low",0,NA
84,"Other","Low",0,NA
84,"Other","Low",0,NA
84,"Other","Low",0,NA
84,"Other","Low",0,NA
84,"Other","Low",0,NA
84,"Other","Low",0,NA
84,"Other","Low",0,NA
85,"Other","Low",0,NA
85,"Other","Low",0,NA
85,"Other","Low",0,NA
85,"Other","Low",0,NA
85,"Other","Low",0,NA
85,"Other","Low",0,NA
85,"Other","Low",0,NA
85,"Other","Low",0,NA
85,"Other","Low",0,NA
85,"Other","Low",0,NA
86,"Other","Low",0,NA
86,"Other","Low",0,NA
86,"Other","Low",0,NA
86,"Other","Low",0,NA
86,"Other","Low",0,NA
86,"Other","Low",0,NA
86,"Other","Low",0,NA
86,"Other","Low",0,NA
86,"Other","Low",0,NA
86,"Other","Low",0,NA
